feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
facility,2007-04-20,2014-01-26,25.61265596604936,tourist,-9,304,design,-33448,42.14636787358431,1981-08-24,46.52394538628403,0
generation,1994-08-22,2017-03-17,6.525913050194843,traveler,12,-86,model,42721,44.99912816221323,1992-02-27,8.46775628275525,0
gas,2015-12-12,1988-07-08,5.415224429207109,journey,-7,110,industry,37469,37.84710431939766,2007-05-04,18.088469315208272,0
solar,2007-10-13,2006-05-11,11.532793091470678,vacation,25,-55,industry,10131,22.256412952369725,1991-07-24,48.46439213351731,1
resource,1986-08-07,1986-02-27,25.2111509618125,adventure,26,305,accessory,-2319,18.747218528113255,1983-11-12,66.17184899654049,1
renewable,1992-06-18,2014-05-18,9.852355407132064,trip,-2,30,model,40241,19.033300679923705,1983-05-11,36.64582425921114,0
solar,2010-07-17,1996-01-07,23.082859834695515,industry,8,-96,model,38609,43.55472332177626,2000-05-15,11.780523834331525,0
resource,2017-01-14,2004-06-04,45.643465684889655,traveler,-8,96,runway,-4067,9.060256364471735,1983-12-02,12.148444497234623,0
generation,2001-02-27,1980-03-28,25.001776977542868,accommodation,9,394,design,16606,36.48488090575342,1984-11-07,28.905037514461693,0
gas,1983-03-19,1986-06-21,36.05514564241533,travel,1,468,collection,40221,7.2913486262827165,2012-08-16,40.33806199652097,0
grid,1997-01-16,1982-08-21,29.82903996830719,package,10,418,collection,-42865,18.34707607148738,2017-11-24,1.6509806140312933,0
production,1999-09-02,2008-09-28,44.88489045064652,agency,3,131,collection,-15816,41.170346016898115,1983-06-01,17.944404241975814,0
facility,1986-12-22,1982-12-02,10.19647523480597,tourism,9,11,apparel,-7189,20.79676558259102,1986-04-12,43.71236256300263,1
oil,1996-06-24,2016-10-08,1.7581090124639571,vacation,-10,119,show,45744,36.17181822862792,2001-08-16,41.58875321713626,0
facility,2011-06-17,1983-10-01,18.898490998521616,tourism,-4,149,collection,-28060,34.884485996926195,1986-01-04,32.09381155114255,0
renewable,2019-05-02,2011-09-25,22.010431188610887,trip,0,16,collection,46086,24.269986553330263,2001-01-17,7.622204614520481,0
consumption,2006-03-28,1981-01-18,22.63619870926147,ticket,0,184,industry,20831,47.39578546062319,1982-01-25,17.04459960987971,0
consumption,2012-01-21,2005-07-09,3.4121561733420336,experience,2,-26,trend,-38115,46.17928795999423,2011-06-23,56.98935452155808,1
industry,1988-03-28,2005-11-24,13.049184680372395,tourism,3,362,style,9653,3.0596560894619764,1988-12-24,44.582858442679296,1
coal,2001-11-24,2018-05-12,40.93803110199307,guide,-1,132,model,-1336,45.12792648625094,2015-11-21,49.72409774564373,0
production,1999-02-23,2017-10-19,34.5825841589395,booking,21,368,accessory,33633,26.30466009994454,2002-07-03,68.94276959509799,1
solar,2012-05-05,2000-05-04,34.36148874339474,industry,8,62,show,-30310,48.55869191774206,2010-09-02,51.06695522982573,1
oil,2022-06-27,2011-09-24,43.520374142600275,experience,26,107,designer,18200,38.08336003497277,2007-02-17,40.738837174247784,1
power,1984-10-19,1986-09-05,22.263415734955558,accommodation,10,-53,garment,-25185,28.254615004518225,1984-11-09,62.13675509749875,1
resource,1989-11-21,2017-02-25,40.47511526630111,adventure,20,339,designer,-26156,29.473235766150548,1993-12-25,47.95101952231303,1
production,2006-03-10,1998-07-06,24.558457459376605,accommodation,29,335,runway,44717,45.458901187883306,2003-09-26,53.51176696677284,1
energy,2020-05-02,1999-04-13,15.45289816828941,journey,21,185,fashion,-17118,35.45715542200346,1998-12-01,69.68655106886821,1
gas,2013-03-26,1985-11-23,3.884666851716613,vacation,8,299,model,-38691,33.4065360722744,2007-08-10,47.00535966924926,0
energy,2009-08-22,2007-03-19,5.868721378040546,ticket,14,230,collection,46466,3.6609548194791364,1989-07-17,64.00848971598278,1
power,2013-01-14,1998-04-05,23.422252922756886,explore,1,483,week,-33986,20.306851068985498,1999-08-16,13.934534579224856,0
fuel,2002-11-26,1998-05-23,19.723459896301918,agency,-2,178,runway,-23116,35.79895655575163,2011-01-26,9.225210691703506,0
grid,2018-04-16,2009-05-22,35.484293933935106,guide,-5,269,collection,-40850,10.810076362838535,2019-10-03,26.57790852267296,0
solar,2000-07-19,2021-04-24,44.859719556980934,travel,28,193,garment,-1965,44.11730616225878,1995-03-10,55.319237352746576,1
resource,2001-02-03,1981-12-19,7.940690692937171,destination,24,252,trend,14891,22.358411500325847,2012-02-13,42.83264537548808,1
efficiency,2008-05-28,2003-09-14,23.718667643626656,tourism,7,193,show,48734,22.239451919338745,1988-10-28,5.755029109222182,0
fuel,2001-04-23,2012-05-16,9.24235978343064,booking,24,-51,style,-38475,15.320356837041492,1998-11-23,49.56837033797173,1
power,1993-06-15,2011-04-23,1.8078863541672188,destination,12,112,fashion,47188,23.437138752888842,1995-08-09,45.41560578211124,1
coal,2012-07-17,2016-06-07,8.875606480036792,vacation,14,306,style,-19267,42.02934914507507,2015-07-22,49.663619558746866,1
solar,2015-03-11,1990-11-03,27.17721578780352,traveler,9,312,design,13474,29.34406840520435,2008-09-02,62.35988347081545,1
industry,2022-03-02,2005-06-03,3.7376031082322707,booking,22,72,clothing,4111,21.64257545347812,2003-08-26,51.69152933093257,1
grid,2005-10-22,2008-02-15,48.84805978980935,trip,3,282,show,3043,49.83800414443063,2011-07-23,14.103706146633614,0
coal,2004-09-02,2023-11-03,6.608275485189246,industry,9,355,model,-7019,28.531550659700994,2009-03-13,2.4064479043450655,0
grid,1992-04-01,1987-06-11,7.6874049373092355,trip,12,228,collection,13013,48.428057373358456,2007-01-10,65.23744175406807,1
resource,2005-07-12,1981-10-25,41.75582966318931,accommodation,-10,61,runway,-41503,47.38362507769842,1992-02-08,39.39504453062413,0
fuel,2006-03-04,1980-04-04,8.014063206182684,destination,23,206,industry,42377,22.931141538125186,1994-04-07,64.43035524453585,1
efficiency,1988-04-01,1997-07-20,41.832408752471444,traveler,-5,423,show,-29549,48.60971038401638,1992-01-20,41.151820170559034,0
facility,2002-11-06,1990-05-19,3.8507887316702267,destination,16,386,accessory,-22835,19.401062962616162,1985-09-02,48.65420921043767,1
fuel,1994-05-16,2021-06-12,26.857126751481466,traveler,5,124,design,20599,13.710255559121647,1987-12-05,38.73145627697263,0
electricity,1990-01-11,2021-11-07,41.5199086383432,industry,0,345,design,46508,5.509972495397459,2015-07-28,49.928148333367915,0
wind,1980-11-27,2012-07-22,42.907787054782425,vacation,3,472,runway,41658,20.9515622308841,2002-05-23,45.452068785578234,0
renewable,2011-08-01,2003-11-08,24.09352658813545,agency,15,110,trend,-35374,8.210328833855147,2009-12-26,42.594287405066225,1
facility,1994-02-23,1982-04-07,6.567247870206008,destination,23,251,show,-12896,21.75196377640891,1988-12-12,51.79957539669225,1
nuclear,1995-10-20,1989-02-13,41.70962934456787,booking,28,268,accessory,31935,3.959968126686793,2007-04-11,53.68983386553161,1
energy,1988-03-18,2011-01-09,9.102473326766649,destination,-2,58,model,-41153,42.17300583478344,2002-11-02,2.62553215749124,0
production,1980-11-22,1982-02-06,40.28611561240888,industry,14,-34,garment,8971,48.92808120860184,2011-04-14,69.42919451273376,1
coal,1980-11-01,1995-01-04,18.652779539490975,destination,16,307,design,-826,3.3401643551449363,2011-03-02,57.68791078093691,1
efficiency,1989-09-13,1999-10-25,38.033118467270945,ticket,28,-52,runway,-20048,27.72600065810618,2015-08-07,66.58806499807986,1
grid,2003-04-19,1980-09-17,23.459647206472898,journey,24,356,trend,19370,36.09860102844141,1999-12-17,50.83047277506857,1
nuclear,2016-02-03,1993-01-24,27.237033077733095,adventure,10,411,runway,-1323,48.16603786909997,2002-02-14,42.052056375131755,0
oil,1980-11-28,1998-01-08,45.60328868577586,tourism,15,359,show,40666,38.093786789702506,2005-06-15,43.11093816844087,1
oil,1996-02-02,2000-03-14,6.357584457641903,package,18,-80,design,-15957,42.87831728713637,1999-07-14,55.583062337402296,1
consumption,2007-12-28,1985-03-02,37.760622064675566,traveler,-3,316,collection,48222,4.974654923598136,1989-05-10,45.809670090907986,0
grid,1981-07-23,1989-06-25,18.17153254874482,package,5,-71,show,-33150,14.600706400430878,1980-11-08,6.1353306225284925,0
fuel,1999-03-04,1986-04-18,49.96954443061104,tourist,7,471,show,21530,10.058107439064917,2010-08-02,37.196555230032004,0
electricity,2016-12-19,2022-03-25,8.369514401950376,accommodation,25,273,designer,12507,26.91145022718247,2009-01-06,44.938373664288434,1
industry,1993-04-21,2016-11-13,1.825380575248035,ticket,-7,150,industry,-8741,41.44918315175846,2021-08-18,33.786891664712755,0
generation,2002-03-13,1998-12-08,40.15897077923353,traveler,14,-49,brand,7064,9.099324664990743,1984-11-16,60.39857704797243,1
power,2008-07-12,1980-04-06,19.179909547242556,industry,9,468,industry,3512,21.90711845024288,2013-01-18,3.4159643402355053,0
gas,1995-04-12,1992-01-05,39.76168455246909,tourist,-4,479,runway,28433,38.390692619282866,2007-09-04,36.506878890380584,0
renewable,2022-03-10,1985-04-28,28.620037530068682,adventure,3,171,show,9083,3.5845637015724803,2006-12-04,1.218586899210809,0
fuel,2005-11-16,2008-04-25,2.1790478418920456,explore,-10,352,show,42558,7.879420856319159,2001-05-11,5.914442296340704,0
production,2007-01-12,2011-06-04,23.15144064238227,destination,18,158,fashion,19449,40.549206831535066,2012-09-06,65.68321391561027,1
grid,1989-05-02,2012-11-09,32.48748631989059,travel,-9,-84,model,42973,20.875200812813965,1988-04-21,33.899534100923525,0
nuclear,2009-09-08,2012-04-19,5.326061831287065,industry,14,41,designer,7768,5.250551031771234,2015-08-13,66.14678119012154,1
gas,2014-02-26,1987-11-23,37.75394550221021,holiday,7,348,industry,39573,6.264872281856237,2003-09-26,61.24774238003382,1
nuclear,2005-04-19,2019-07-05,20.116937931997157,travel,-4,412,model,-27665,39.341154892149014,1998-07-06,40.71450919234495,0
facility,1985-12-14,2013-10-13,34.870269102393024,vacation,3,321,industry,42930,30.178862193064482,2012-07-09,4.486804172727785,0
power,2009-02-11,2006-08-05,42.6321240054772,booking,0,95,model,39623,14.857830251954649,2000-02-17,1.442182862841701,0
wind,1980-11-04,2021-02-01,38.116429383338954,holiday,15,83,fashion,24295,49.06829864006189,1997-06-10,54.45715409123924,1
consumption,1985-11-18,2013-06-05,24.64435199255446,industry,7,287,runway,14479,48.601570143460904,1988-08-08,40.297739818630745,1
oil,1987-11-27,1988-06-25,23.54629329578438,destination,29,304,apparel,31307,43.089255001280065,1983-06-23,57.4063888333759,1
facility,1982-08-10,2015-03-24,27.00810241343777,traveler,1,18,clothing,2140,27.396804122432638,1994-10-13,66.49418117712503,1
energy,2017-02-17,1996-02-02,27.69985774360998,experience,25,442,industry,13115,38.266692759864924,1999-01-18,50.234274602029934,1
facility,1994-11-05,1982-03-08,18.160199023625694,booking,29,120,couture,-36069,49.15604493734011,1987-04-17,42.13836572790638,1
generation,2008-01-22,1987-12-28,15.820656598436132,adventure,24,37,couture,-3534,1.27991450080693,2008-05-28,40.148503151382826,1
power,2013-01-03,1980-01-14,22.098098025963434,agency,22,196,garment,790,13.796213539237426,1994-12-06,56.11764002691842,1
oil,2022-04-20,1980-09-13,1.8811413748425485,tourism,13,192,collection,-4113,47.655497860928506,2004-01-27,48.371093292635706,1
facility,2013-08-14,2010-11-27,38.18850268584576,journey,11,-49,fashion,-2035,39.09343502916498,1999-05-18,65.80381363085442,1
wind,2022-06-06,2002-07-27,40.57474494978733,travel,11,204,runway,4729,45.46225706860551,2012-04-03,27.627492173194316,0
nuclear,2021-04-06,2006-07-26,14.004613132402733,trip,14,169,accessory,26027,49.81572694577176,1989-05-10,56.04115545250927,1
grid,1984-02-02,2009-05-21,46.40838974771095,ticket,5,327,show,33380,38.4987998530862,2018-01-26,42.016042542414986,1
solar,1988-10-10,1980-06-21,5.0746889515860145,guide,0,161,collection,-18595,43.90085313021178,2013-12-25,10.016573340784332,0
gas,2017-01-05,2006-01-14,5.8533432646121035,booking,9,-12,industry,-11801,28.382455674908734,2004-08-23,6.077725854282802,0
gas,1983-03-24,1993-06-22,5.13817732917801,trip,13,297,brand,5068,17.095985724337297,2007-03-03,56.609313473603876,1
fuel,1996-07-22,2015-08-13,38.384738070602424,experience,0,226,designer,-42588,11.894387818984738,1998-11-11,42.78770583207498,1
resource,1987-10-14,2015-10-26,16.28735972235048,trip,18,288,fashion,33036,7.107086038780034,1980-04-25,65.12162870806372,1
generation,2016-04-18,2003-01-25,44.931834415966755,package,20,-98,designer,23251,40.03997970044282,2019-02-12,57.636299593867236,1
solar,1982-11-26,2013-06-11,18.036672209303475,destination,13,173,style,29262,40.76405363263203,2016-02-22,69.49724107115529,1
nuclear,1994-09-07,2013-04-07,23.09063996392539,ticket,1,348,week,-24283,26.35602749196201,1982-07-19,2.1903155082022763,0
oil,1992-04-25,2016-06-10,40.574672909577934,accommodation,-4,-90,model,-33601,8.615139814622237,2018-06-06,36.84511644997607,0
consumption,2018-03-27,1980-08-06,15.189967915286427,booking,24,298,apparel,20445,16.87722013357575,1993-12-23,50.98832207794434,1
power,2002-02-27,2000-03-04,21.670121285082434,trip,26,128,couture,-44079,44.435264979886,1989-06-19,45.034420365157786,1
electricity,2022-03-18,2013-08-17,40.42321375349343,destination,26,441,show,-39765,36.642593768930304,1981-04-25,42.72895116765359,1
consumption,1983-10-13,2014-05-24,41.88805341506304,traveler,-1,33,collection,-21112,35.258032259924846,1995-07-14,19.293978684454096,0
industry,1990-08-17,2003-06-15,23.319295074433295,package,-3,455,collection,-48298,42.68299892738139,2005-01-10,39.263710995034074,0
efficiency,2020-10-24,2023-03-28,32.78718432261164,journey,19,369,show,30900,43.33805613874925,2005-03-26,57.06289654294819,1
resource,1980-03-04,2015-07-01,14.143597332718414,holiday,27,231,show,33362,16.1119608101466,2002-07-15,43.79549176404168,1
efficiency,2011-08-24,2012-04-25,19.86823546085783,guide,11,428,couture,47930,33.99442418479764,1984-10-05,53.38946952943273,1
wind,2011-02-24,2014-06-01,42.27221606680943,accommodation,-7,-31,collection,-43030,5.358673481478752,1982-12-14,10.726720540582182,0
energy,1985-02-12,1985-10-12,21.625844288900318,ticket,4,428,industry,-42818,45.81703361049397,2002-04-12,44.76764528831664,0
efficiency,1981-10-21,2009-10-03,1.2052516658846255,industry,7,436,industry,28685,39.36181553907567,2019-05-07,9.647638880935714,0
fuel,2011-02-03,1982-07-26,36.830054196221525,travel,19,-28,style,33055,30.62961854414395,2018-09-28,41.260633791989925,1
efficiency,2006-02-17,2020-11-01,26.726486361592713,booking,-2,-33,design,-36358,21.158699281975856,1986-07-02,14.400715662442243,0
resource,1987-01-15,1993-09-20,2.776702598011168,destination,1,465,clothing,45055,15.386400870523337,2013-02-07,65.98501525815442,1
fuel,1994-09-07,1997-01-24,42.764538858216696,guide,4,79,design,-3341,39.040157229854124,1986-12-12,8.524825862416197,0
facility,2006-06-26,2010-04-14,3.650990676411145,vacation,9,267,designer,-8746,24.102352675228076,2010-10-15,53.714127752921314,1
generation,1990-11-10,1988-06-12,16.22255218407161,package,7,492,week,-19260,26.94814737588608,1994-01-15,17.91276847777962,0
wind,1984-11-17,1992-01-06,21.120151107209566,booking,1,399,collection,-21432,14.75381920464784,1989-06-03,57.62689276182867,1
grid,2011-08-06,2012-12-26,6.369152064887261,adventure,10,314,clothing,15822,19.736189223464482,2019-07-15,47.12011273156786,1
resource,2015-07-27,2001-11-27,7.501631073540113,traveler,6,178,apparel,43800,49.64901796827694,2006-06-19,54.697474856932416,1
grid,1984-05-02,2017-11-18,26.26704349978467,tourism,22,225,accessory,20047,9.375554057544342,1996-07-02,45.21774249949102,1
industry,1987-06-01,1984-10-18,15.58524283622725,ticket,4,1,style,-41312,33.11789221351842,2018-08-20,53.774166332652435,1
renewable,2007-03-01,2018-08-16,26.993101046639335,tourism,15,489,clothing,33333,7.9106323077285845,2005-07-22,66.09302114170316,1
grid,1987-01-03,2003-08-15,39.11402322666029,destination,3,165,style,27440,25.21770370275295,2003-10-09,50.30831994321949,1
power,2014-11-17,2003-08-26,7.824786941125307,accommodation,19,122,collection,15571,5.036290240684078,2003-10-04,68.98868513802378,1
production,1989-02-21,2018-06-17,21.138443018374527,trip,5,415,model,-6913,28.505398550630012,1989-10-23,16.08939886417795,0
renewable,2021-12-22,1992-06-19,48.00256415406863,booking,17,-94,show,35861,37.38453288063243,2012-06-21,59.207211734892724,1
fuel,2011-07-01,2021-03-08,4.627852309545421,booking,16,149,clothing,-39222,8.408649053297388,1992-02-22,62.358887235748554,1
coal,2011-07-28,2014-06-21,10.312199887748585,journey,3,168,show,3417,25.14839644014516,1982-01-16,34.98020969374186,0
generation,2020-02-11,2017-01-14,16.93012870058361,booking,-6,-83,model,-18424,5.473019161538699,1987-11-21,47.40025459594063,0
efficiency,2005-08-19,2000-04-15,28.88674431641677,package,4,358,industry,4834,16.2441027509785,1984-05-22,5.247828035219581,0
renewable,2000-09-07,2013-05-06,6.723736813452982,tourist,17,190,garment,-11621,47.61730818410024,1990-04-07,57.44733894890924,1
energy,2016-05-09,2014-07-21,36.99964282356648,vacation,13,257,brand,-20288,1.2652370329129314,2009-01-22,68.81433109449468,1
energy,1981-06-15,2000-09-27,31.69980232986612,package,29,225,runway,-21602,31.008292864315717,2020-02-19,52.55947645994104,1
renewable,1987-04-15,1989-09-02,7.531061012745008,destination,2,387,industry,37065,29.505761177400668,2000-06-03,58.29299498182206,1
production,1990-02-06,1990-12-12,11.660248614415398,tourist,8,289,show,-17332,16.300557649215936,1994-11-08,63.88401142416965,1
industry,2001-06-27,1985-01-20,5.143765048489477,adventure,3,-7,industry,-22043,1.2563252719429894,1988-03-11,30.518930636895742,0
production,2007-05-19,2001-06-08,38.77786071483136,industry,5,235,show,47493,3.5376153241388657,1987-06-02,1.9813567330349615,0
electricity,2017-10-16,1998-10-02,13.700911349693937,explore,14,315,industry,16361,12.210613354642682,2012-12-01,42.66582522029184,1
energy,2016-10-06,1997-03-06,46.57207544315334,guide,10,105,industry,31778,8.98947006162879,1981-06-25,57.67129630890516,1
